force,pos,j_d1,j_d2,ur_loop1,ur_loop2,bench,target_clock,estimated_clock,min_latency,max_latency,bram_used,dsp48_used,ff_used,lut_used
2,4,1,1,1,2,md-knn-ur:machsuite-md-knn-1-3-0-0-0-1,4.0,2.92,18094,18094,375,296,70795,35695
4,4,2,2,1,2,md-knn-ur:machsuite-md-knn-3-3-1-1-0-1,4.0,2.92,17074,17074,390,592,113344,65484
4,4,4,4,1,1,md-knn-ur:machsuite-md-knn-3-3-3-3-0-0,4.0,3.166,128779,128779,166,14,12650,9509
4,2,4,4,2,2,md-knn-ur:machsuite-md-knn-3-1-3-3-1-1,4.0,2.92,20404,20404,804,2368,393516,242032
4,1,2,4,1,1,md-knn-ur:machsuite-md-knn-3-0-1-3-0-0,4.0,3.166,128779,128779,100,14,12617,9100
2,2,1,4,1,4,md-knn-ur:machsuite-md-knn-1-1-0-3-0-3,4.0,2.92,20660,20660,366,1184,198724,121559
4,2,1,1,1,2,md-knn-ur:machsuite-md-knn-3-1-0-0-0-1,4.0,2.92,22190,22190,375,296,70846,35861
2,4,2,2,4,2,md-knn-ur:machsuite-md-knn-1-3-1-1-3-1,4.0,2.92,16558,16558,1236,1184,273952,130351
1,2,4,2,1,1,md-knn-ur:machsuite-md-knn-0-1-3-1-0-0,4.0,3.166,132875,132875,88,14,12691,9227
4,2,2,1,2,2,md-knn-ur:machsuite-md-knn-3-1-1-0-1-1,4.0,2.92,21166,21166,660,592,138596,67323
4,4,1,2,1,1,md-knn-ur:machsuite-md-knn-3-3-0-1-0-0,4.0,3.166,128779,128779,118,14,12644,9023
2,1,1,4,2,1,md-knn-ur:machsuite-md-knn-1-0-0-3-1-0,4.0,3.554,128651,128651,88,14,13307,9126
4,2,1,4,2,4,md-knn-ur:machsuite-md-knn-3-1-0-3-1-3,4.0,2.92,20658,20658,660,1184,223672,124796
2,2,4,2,4,1,md-knn-ur:machsuite-md-knn-1-1-3-1-3-0,4.0,3.562,132683,132683,94,14,14943,10949
2,2,4,2,4,2,md-knn-ur:machsuite-md-knn-1-1-3-1-3-1,4.0,2.92,20402,20402,1284,2368,444083,245357
4,2,4,2,1,1,md-knn-ur:machsuite-md-knn-3-1-3-1-0-0,4.0,3.166,132875,132875,106,14,12691,9365
1,2,1,4,2,2,md-knn-ur:machsuite-md-knn-0-1-0-3-1-1,4.0,2.92,20658,20658,648,1184,223668,124592
1,4,1,2,2,1,md-knn-ur:machsuite-md-knn-0-3-0-1-1-0,4.0,3.554,128651,128651,100,14,13526,9734
4,4,4,2,1,1,md-knn-ur:machsuite-md-knn-3-3-3-1-0-0,4.0,3.166,128779,128779,118,14,12649,9151
4,1,2,2,2,1,md-knn-ur:machsuite-md-knn-3-0-1-1-1-0,4.0,3.554,128651,128651,100,14,13301,9320
2,2,1,2,1,2,md-knn-ur:machsuite-md-knn-1-1-0-1-0-1,4.0,2.92,21170,21170,366,592,113746,65278
4,1,2,2,2,4,md-knn-ur:machsuite-md-knn-3-0-1-1-1-3,4.0,2.92,16562,16562,660,1184,223596,124494
2,4,2,1,2,1,md-knn-ur:machsuite-md-knn-1-3-1-0-1-0,4.0,3.554,128651,128651,106,14,13519,9513
2,2,2,1,2,1,md-knn-ur:machsuite-md-knn-1-1-1-0-1-0,4.0,3.554,132747,132747,94,14,13566,9209
2,2,2,2,4,2,md-knn-ur:machsuite-md-knn-1-1-1-1-3-1,4.0,2.92,20654,20654,1236,1184,274001,130427
4,2,2,2,2,4,md-knn-ur:machsuite-md-knn-3-1-1-1-1-3,4.0,2.92,20658,20658,660,1184,223664,124802
2,2,2,2,2,4,md-knn-ur:machsuite-md-knn-1-1-1-1-1-3,4.0,2.92,20658,20658,648,1184,223598,124704
1,2,1,4,1,2,md-knn-ur:machsuite-md-knn-0-1-0-3-0-1,4.0,2.92,20660,20660,360,1184,198360,120685
2,2,4,2,1,2,md-knn-ur:machsuite-md-knn-1-1-3-1-0-1,4.0,2.92,21170,21170,414,592,113748,66726
2,1,4,1,2,2,md-knn-ur:machsuite-md-knn-1-0-3-0-1-1,4.0,2.92,17070,17070,648,592,138463,68465
4,4,1,2,1,2,md-knn-ur:machsuite-md-knn-3-3-0-1-0-1,4.0,2.92,17074,17074,390,592,113344,64376
4,1,4,2,2,2,md-knn-ur:machsuite-md-knn-3-0-3-1-1-1,4.0,2.92,16562,16562,708,1184,223597,127078
4,4,4,4,2,8,md-knn-ur:machsuite-md-knn-3-3-3-3-1-7,4.0,2.92,16308,16308,816,2368,393467,242334
4,4,4,2,2,2,md-knn-ur:machsuite-md-knn-3-3-3-1-1-1,4.0,2.92,16562,16562,720,1184,223616,127688
2,4,1,1,2,1,md-knn-ur:machsuite-md-knn-1-3-0-0-1-0,4.0,3.554,128651,128651,103,14,13336,9436
1,2,1,2,1,4,md-knn-ur:machsuite-md-knn-0-1-0-1-0-3,4.0,2.92,21170,21170,360,592,113382,64404
1,2,2,1,2,2,md-knn-ur:machsuite-md-knn-0-1-1-0-1-1,4.0,2.92,21166,21166,648,592,138521,67063
4,1,4,2,2,4,md-knn-ur:machsuite-md-knn-3-0-3-1-1-3,4.0,2.92,16562,16562,708,1184,223597,127078
1,2,2,2,1,4,md-knn-ur:machsuite-md-knn-0-1-1-1-0-3,4.0,2.92,21170,21170,360,592,113382,65692
2,2,4,1,2,2,md-knn-ur:machsuite-md-knn-1-1-3-0-1-1,4.0,2.92,21166,21166,648,592,138533,68773
1,1,2,4,2,8,md-knn-ur:machsuite-md-knn-0-0-1-3-1-7,4.0,2.92,16308,16308,696,2368,393452,236916
1,4,4,4,2,2,md-knn-ur:machsuite-md-knn-0-3-3-3-1-1,4.0,2.92,16308,16308,804,2368,393392,242028
4,4,4,4,8,2,md-knn-ur:machsuite-md-knn-3-3-3-3-7-1,4.0,2.92,16178,16178,2556,4736,885046,486264
2,2,2,1,2,2,md-knn-ur:machsuite-md-knn-1-1-1-0-1-1,4.0,2.92,21166,21166,648,592,138530,67289
4,2,4,4,2,1,md-knn-ur:machsuite-md-knn-3-1-3-3-1-0,4.0,3.554,132747,132747,154,14,13572,10373
1,1,4,2,1,1,md-knn-ur:machsuite-md-knn-0-0-3-1-0-0,4.0,3.166,128779,128779,82,14,12623,8722
2,4,4,2,1,1,md-knn-ur:machsuite-md-knn-1-3-3-1-0-0,4.0,3.166,128779,128779,106,14,12641,9199
4,4,1,1,2,1,md-knn-ur:machsuite-md-knn-3-3-0-0-1-0,4.0,3.554,128651,128651,115,14,13330,9388
1,4,2,2,1,1,md-knn-ur:machsuite-md-knn-0-3-1-1-0-0,4.0,3.166,128779,128779,100,14,12643,9313
4,2,2,1,4,1,md-knn-ur:machsuite-md-knn-3-1-1-0-3-0,4.0,3.562,132683,132683,106,14,14577,9732
1,4,2,1,1,1,md-knn-ur:machsuite-md-knn-0-3-1-0-0-0,4.0,3.166,128779,128779,100,14,12642,8846
4,2,1,2,2,2,md-knn-ur:machsuite-md-knn-3-1-0-1-1-1,4.0,2.92,21166,21166,660,592,138603,67303
2,4,2,2,1,4,md-knn-ur:machsuite-md-knn-1-3-1-1-0-3,4.0,2.92,17074,17074,378,592,113344,65532
4,4,4,2,8,2,md-knn-ur:machsuite-md-knn-3-3-3-1-7-1,4.0,2.92,16302,16302,2460,2368,544917,256507
4,2,4,1,2,1,md-knn-ur:machsuite-md-knn-3-1-3-0-1-0,4.0,3.554,132747,132747,106,14,13569,9644
1,4,2,4,2,2,md-knn-ur:machsuite-md-knn-0-3-1-3-1-1,4.0,2.92,16308,16308,708,2368,393391,237424
2,4,2,4,4,2,md-knn-ur:machsuite-md-knn-1-3-1-3-3-1,4.0,2.92,16306,16306,1284,2368,444041,245268
1,4,4,4,1,4,md-knn-ur:machsuite-md-knn-0-3-3-3-0-3,4.0,2.92,16564,16564,516,1184,198311,122527
4,4,1,1,1,2,md-knn-ur:machsuite-md-knn-3-3-0-0-0-1,4.0,2.92,18094,18094,387,296,70796,35647
2,4,1,4,2,2,md-knn-ur:machsuite-md-knn-1-3-0-3-1-1,4.0,2.92,16562,16562,660,1184,223557,125018
1,1,1,1,1,1,md-knn-ur:machsuite-md-knn-0-0-0-0-0-0,4.0,3.166,128779,128779,79,14,12633,8293
2,4,4,4,2,2,md-knn-ur:machsuite-md-knn-1-3-3-3-1-1,4.0,2.92,16308,16308,804,2368,393401,242254
2,4,1,2,1,1,md-knn-ur:machsuite-md-knn-1-3-0-1-0-0,4.0,3.166,128779,128779,106,14,12634,9071
4,4,2,1,2,1,md-knn-ur:machsuite-md-knn-3-3-1-0-1-0,4.0,3.554,128651,128651,118,14,13513,9465
4,2,1,2,1,1,md-knn-ur:machsuite-md-knn-3-1-0-1-0-0,4.0,3.166,132875,132875,106,14,12684,9237
4,4,4,4,4,8,md-knn-ur:machsuite-md-knn-3-3-3-3-3-7,4.0,2.92,16180,16180,1380,4736,783561,470410
4,2,2,2,1,2,md-knn-ur:machsuite-md-knn-3-1-1-1-0-1,4.0,2.92,21170,21170,378,592,113393,65698
4,4,2,1,4,1,md-knn-ur:machsuite-md-knn-3-3-1-0-3-0,4.0,3.562,128587,128587,118,14,14892,9636
1,4,2,4,2,8,md-knn-ur:machsuite-md-knn-0-3-1-3-1-7,4.0,2.92,16308,16308,708,2368,393391,237424
2,4,1,4,2,1,md-knn-ur:machsuite-md-knn-1-3-0-3-1-0,4.0,3.554,128651,128651,106,14,13521,9753
4,4,2,1,2,2,md-knn-ur:machsuite-md-knn-3-3-1-0-1-1,4.0,2.92,17070,17070,672,592,138549,67625
4,1,2,4,2,2,md-knn-ur:machsuite-md-knn-3-0-1-3-1-1,4.0,2.92,16308,16308,708,2368,393447,237120
1,2,1,4,1,4,md-knn-ur:machsuite-md-knn-0-1-0-3-0-3,4.0,2.92,20660,20660,360,1184,198360,120685
2,4,4,4,4,4,md-knn-ur:machsuite-md-knn-1-3-3-3-3-3,4.0,2.92,16180,16180,1380,4736,783632,470593
1,1,4,4,1,8,md-knn-ur:machsuite-md-knn-0-0-3-3-0-7,4.0,2.92,16564,16564,498,1184,198303,122236
4,2,4,4,1,1,md-knn-ur:machsuite-md-knn-3-1-3-3-0-0,4.0,3.166,132875,132875,154,14,12692,9723
4,2,2,4,2,4,md-knn-ur:machsuite-md-knn-3-1-1-3-1-3,4.0,2.92,20404,20404,708,2368,393515,237428
2,4,4,4,4,1,md-knn-ur:machsuite-md-knn-1-3-3-3-3-0,4.0,3.562,128587,128587,154,14,15296,10656
4,2,2,4,1,8,md-knn-ur:machsuite-md-knn-3-1-1-3-0-7,4.0,2.92,20660,20660,426,1184,198371,122811
4,2,1,2,1,2,md-knn-ur:machsuite-md-knn-3-1-0-1-0-1,4.0,2.92,21170,21170,378,592,113394,64590
4,2,1,4,1,8,md-knn-ur:machsuite-md-knn-3-1-0-3-0-7,4.0,2.92,20660,20660,378,1184,198372,120871
1,1,4,4,2,2,md-knn-ur:machsuite-md-knn-0-0-3-3-1-1,4.0,2.92,16308,16308,792,2368,393455,241538
4,1,1,2,1,1,md-knn-ur:machsuite-md-knn-3-0-0-1-0-0,4.0,3.166,128779,128779,100,14,12616,8732
4,1,2,1,2,2,md-knn-ur:machsuite-md-knn-3-0-1-0-1-1,4.0,2.92,17070,17070,660,592,138528,67015
1,1,4,2,1,4,md-knn-ur:machsuite-md-knn-0-0-3-1-0-3,4.0,2.92,17074,17074,402,592,113325,65347
4,4,2,2,4,2,md-knn-ur:machsuite-md-knn-3-3-1-1-3-1,4.0,2.92,16558,16558,1236,1184,273882,130239
2,4,2,4,1,1,md-knn-ur:machsuite-md-knn-1-3-1-3-0-0,4.0,3.166,128779,128779,106,14,12643,9439
1,1,2,4,2,4,md-knn-ur:machsuite-md-knn-0-0-1-3-1-3,4.0,2.92,16308,16308,696,2368,393452,236916
4,4,4,1,2,1,md-knn-ur:machsuite-md-knn-3-3-3-0-1-0,4.0,3.554,128651,128651,118,14,13519,9930
1,4,4,4,1,8,md-knn-ur:machsuite-md-knn-0-3-3-3-0-7,4.0,2.92,16564,16564,516,1184,198311,122527
4,1,1,1,2,1,md-knn-ur:machsuite-md-knn-3-0-0-0-1-0,4.0,3.554,128651,128651,97,14,13124,8779
2,1,4,4,1,1,md-knn-ur:machsuite-md-knn-1-0-3-3-0-0,4.0,3.166,128779,128779,136,14,12616,9410
1,4,1,1,1,2,md-knn-ur:machsuite-md-knn-0-3-0-0-0-1,4.0,2.92,18094,18094,369,296,70785,35461
1,2,2,1,1,2,md-knn-ur:machsuite-md-knn-0-1-1-0-0-1,4.0,2.92,22190,22190,360,296,70824,36430
1,2,1,2,2,2,md-knn-ur:machsuite-md-knn-0-1-0-1-1-1,4.0,2.92,21166,21166,648,592,138599,67099
4,1,4,4,2,8,md-knn-ur:machsuite-md-knn-3-0-3-3-1-7,4.0,2.92,16308,16308,804,2368,393448,241724
4,4,4,4,4,1,md-knn-ur:machsuite-md-knn-3-3-3-3-3-0,4.0,3.562,128587,128587,166,14,15276,10475
4,2,2,4,2,8,md-knn-ur:machsuite-md-knn-3-1-1-3-1-7,4.0,2.92,20404,20404,708,2368,393515,237428
4,2,1,4,2,1,md-knn-ur:machsuite-md-knn-3-1-0-3-1-0,4.0,3.554,132747,132747,106,14,13578,9419
4,2,4,2,1,2,md-knn-ur:machsuite-md-knn-3-1-3-1-0-1,4.0,2.92,21170,21170,426,592,113394,66038
2,2,4,4,4,1,md-knn-ur:machsuite-md-knn-1-1-3-3-3-0,4.0,3.562,132683,132683,142,14,14947,10752
4,2,4,4,4,8,md-knn-ur:machsuite-md-knn-3-1-3-3-3-7,4.0,2.92,20276,20276,1380,4736,783610,470493
4,4,2,4,2,4,md-knn-ur:machsuite-md-knn-3-3-1-3-1-3,4.0,2.92,16308,16308,720,2368,393468,237730
1,2,4,2,2,2,md-knn-ur:machsuite-md-knn-0-1-3-1-1-1,4.0,2.92,20658,20658,696,1184,223590,127080
2,2,4,2,4,4,md-knn-ur:machsuite-md-knn-1-1-3-1-3-3,4.0,2.92,20402,20402,1284,2368,444083,245357
2,4,4,4,4,2,md-knn-ur:machsuite-md-knn-1-3-3-3-3-1,4.0,2.92,16180,16180,1380,4736,783632,470593
2,4,1,4,1,2,md-knn-ur:machsuite-md-knn-1-3-0-3-0-1,4.0,2.92,16564,16564,378,1184,198321,120705
2,4,2,4,2,8,md-knn-ur:machsuite-md-knn-1-3-1-3-1-7,4.0,2.92,16308,16308,708,2368,393402,237650
4,2,4,1,1,1,md-knn-ur:machsuite-md-knn-3-1-3-0-0-0,4.0,3.166,132875,132875,106,14,12693,9196
1,4,2,4,1,2,md-knn-ur:machsuite-md-knn-0-3-1-3-0-1,4.0,2.92,16564,16564,420,1184,198311,122771
1,2,1,2,1,1,md-knn-ur:machsuite-md-knn-0-1-0-1-0-0,4.0,3.166,132875,132875,88,14,12691,9051
1,2,2,2,2,1,md-knn-ur:machsuite-md-knn-0-1-1-1-1-0,4.0,3.554,132747,132747,88,14,13582,9502
1,1,1,2,1,2,md-knn-ur:machsuite-md-knn-0-0-0-1-0-1,4.0,2.92,17074,17074,354,592,113323,63899
1,1,4,2,1,2,md-knn-ur:machsuite-md-knn-0-0-3-1-0-1,4.0,2.92,17074,17074,402,592,113325,65347
2,2,2,4,4,1,md-knn-ur:machsuite-md-knn-1-1-1-3-3-0,4.0,3.562,132683,132683,94,14,14952,10509
1,1,2,2,2,4,md-knn-ur:machsuite-md-knn-0-0-1-1-1-3,4.0,2.92,16562,16562,648,1184,223601,124290
4,2,2,4,1,1,md-knn-ur:machsuite-md-knn-3-1-1-3-0-0,4.0,3.166,132875,132875,106,14,12693,9605
1,1,1,4,2,1,md-knn-ur:machsuite-md-knn-0-0-0-3-1-0,4.0,3.554,128651,128651,82,14,13314,8955
2,2,1,1,1,2,md-knn-ur:machsuite-md-knn-1-1-0-0-0-1,4.0,2.92,22190,22190,363,296,71198,36229
4,4,1,4,2,4,md-knn-ur:machsuite-md-knn-3-3-0-3-1-3,4.0,2.92,16562,16562,672,1184,223625,125098
4,2,4,1,1,2,md-knn-ur:machsuite-md-knn-3-1-3-0-0-1,4.0,2.92,22190,22190,378,296,70836,36870
1,1,2,2,1,2,md-knn-ur:machsuite-md-knn-0-0-1-1-0-1,4.0,2.92,17074,17074,354,592,113323,65007
2,2,4,4,4,2,md-knn-ur:machsuite-md-knn-1-1-3-3-3-1,4.0,2.92,20276,20276,1380,4736,783680,470669
4,4,2,4,4,4,md-knn-ur:machsuite-md-knn-3-3-1-3-3-3,4.0,2.92,16306,16306,1284,2368,443971,245092
4,4,4,4,4,4,md-knn-ur:machsuite-md-knn-3-3-3-3-3-3,4.0,2.92,16180,16180,1380,4736,783561,470410
2,1,1,4,1,8,md-knn-ur:machsuite-md-knn-1-0-0-3-0-7,4.0,2.92,16564,16564,360,1184,198302,120414
4,1,2,2,1,2,md-knn-ur:machsuite-md-knn-3-0-1-1-0-1,4.0,2.92,17074,17074,372,592,113325,65193
4,1,1,4,1,1,md-knn-ur:machsuite-md-knn-3-0-0-3-0-0,4.0,3.166,128779,128779,100,14,12617,8682
2,4,4,2,1,4,md-knn-ur:machsuite-md-knn-1-3-3-1-0-3,4.0,2.92,17074,17074,426,592,113343,65872
2,1,1,2,2,2,md-knn-ur:machsuite-md-knn-1-0-0-1-1-1,4.0,2.92,17070,17070,648,592,138469,66953
2,1,1,1,2,1,md-knn-ur:machsuite-md-knn-1-0-0-0-1-0,4.0,3.554,128651,128651,85,14,13122,8809
2,1,4,4,2,2,md-knn-ur:machsuite-md-knn-1-0-3-3-1-1,4.0,2.92,16308,16308,792,2368,393382,241644
1,4,2,4,1,1,md-knn-ur:machsuite-md-knn-0-3-1-3-0-0,4.0,3.166,128779,128779,100,14,12643,9205
4,4,4,2,1,2,md-knn-ur:machsuite-md-knn-3-3-3-1-0-1,4.0,2.92,17074,17074,438,592,113344,65824
2,4,2,4,4,1,md-knn-ur:machsuite-md-knn-1-3-1-3-3-0,4.0,3.562,128587,128587,106,14,15288,10413
4,2,4,2,4,2,md-knn-ur:machsuite-md-knn-3-1-3-1-3-1,4.0,2.92,20402,20402,1284,2368,444013,245181
2,2,2,2,2,1,md-knn-ur:machsuite-md-knn-1-1-1-1-1-0,4.0,3.554,132747,132747,94,14,13567,9665
4,2,4,4,1,4,md-knn-ur:machsuite-md-knn-3-1-3-3-0-3,4.0,2.92,20660,20660,522,1184,198372,122927
4,4,2,4,2,1,md-knn-ur:machsuite-md-knn-3-3-1-3-1-0,4.0,3.554,128651,128651,118,14,13516,9822
2,4,4,4,1,2,md-knn-ur:machsuite-md-knn-1-3-3-3-0-1,4.0,2.92,16564,16564,522,1184,198321,122761
1,2,1,1,2,1,md-knn-ur:machsuite-md-knn-0-1-0-0-1-0,4.0,3.554,132747,132747,85,14,13398,8961
1,4,4,2,1,1,md-knn-ur:machsuite-md-knn-0-3-3-1-0-0,4.0,3.166,128779,128779,100,14,12649,8965
1,4,2,2,2,2,md-knn-ur:machsuite-md-knn-0-3-1-1-1-1,4.0,2.92,16562,16562,660,1184,223540,124798
1,2,4,2,1,2,md-knn-ur:machsuite-md-knn-0-1-3-1-0-1,4.0,2.92,21170,21170,408,592,113382,65852
1,2,2,2,2,2,md-knn-ur:machsuite-md-knn-0-1-1-1-1-1,4.0,2.92,20658,20658,648,1184,223589,124478
4,2,1,1,1,1,md-knn-ur:machsuite-md-knn-3-1-0-0-0-0,4.0,3.166,132875,132875,103,14,12694,8984
2,1,4,1,2,1,md-knn-ur:machsuite-md-knn-1-0-3-0-1-0,4.0,3.554,128651,128651,88,14,13301,9377
1,4,2,1,1,2,md-knn-ur:machsuite-md-knn-0-3-1-0-0-1,4.0,2.92,18094,18094,372,296,70775,36216
4,2,4,2,4,1,md-knn-ur:machsuite-md-knn-3-1-3-1-3-0,4.0,3.562,132683,132683,106,14,14951,10775
4,4,4,1,1,2,md-knn-ur:machsuite-md-knn-3-3-3-0-0-1,4.0,2.92,18094,18094,390,296,70786,36656
1,1,4,4,2,1,md-knn-ur:machsuite-md-knn-0-0-3-3-1-0,4.0,3.554,128651,128651,130,14,13311,9935
1,1,4,1,2,1,md-knn-ur:machsuite-md-knn-0-0-3-0-1-0,4.0,3.554,128651,128651,82,14,13308,9206
4,2,2,4,1,2,md-knn-ur:machsuite-md-knn-3-1-1-3-0-1,4.0,2.92,20660,20660,426,1184,198371,122811
4,4,4,1,4,2,md-knn-ur:machsuite-md-knn-3-3-3-0-3-1,4.0,2.92,16558,16558,1236,1184,273876,130259
2,2,4,4,4,4,md-knn-ur:machsuite-md-knn-1-1-3-3-3-3,4.0,2.92,20276,20276,1380,4736,783680,470669
1,1,1,4,1,2,md-knn-ur:machsuite-md-knn-0-0-0-3-0-1,4.0,2.92,16564,16564,354,1184,198301,120180
4,2,1,1,2,1,md-knn-ur:machsuite-md-knn-3-1-0-0-1-0,4.0,3.554,132747,132747,103,14,13393,9102
2,2,1,2,2,1,md-knn-ur:machsuite-md-knn-1-1-0-1-1-0,4.0,3.554,132747,132747,94,14,13566,9601
4,4,2,2,1,4,md-knn-ur:machsuite-md-knn-3-3-1-1-0-3,4.0,2.92,17074,17074,390,592,113344,65484
2,4,2,2,1,1,md-knn-ur:machsuite-md-knn-1-3-1-1-0-0,4.0,3.166,128779,128779,106,14,12643,9547
1,2,2,4,2,4,md-knn-ur:machsuite-md-knn-0-1-1-3-1-3,4.0,2.92,20404,20404,696,2368,393440,237104
1,2,4,2,2,1,md-knn-ur:machsuite-md-knn-0-1-3-1-1-0,4.0,3.554,132747,132747,88,14,13579,10473
2,1,4,4,2,4,md-knn-ur:machsuite-md-knn-1-0-3-3-1-3,4.0,2.92,16308,16308,792,2368,393382,241644
4,1,4,1,2,2,md-knn-ur:machsuite-md-knn-3-0-3-0-1-1,4.0,2.92,17070,17070,660,592,138529,68481
2,2,4,1,4,1,md-knn-ur:machsuite-md-knn-1-1-3-0-3-0,4.0,3.562,132683,132683,94,14,14940,10027
2,4,4,4,4,8,md-knn-ur:machsuite-md-knn-1-3-3-3-3-7,4.0,2.92,16180,16180,1380,4736,783632,470593
2,4,2,1,4,1,md-knn-ur:machsuite-md-knn-1-3-1-0-3-0,4.0,3.562,128587,128587,106,14,14898,9810
4,1,4,1,1,2,md-knn-ur:machsuite-md-knn-3-0-3-0-0-1,4.0,2.92,18094,18094,372,296,70767,36365
2,1,2,1,2,1,md-knn-ur:machsuite-md-knn-1-0-1-0-1-0,4.0,3.554,128651,128651,88,14,13298,8894
2,4,4,2,2,2,md-knn-ur:machsuite-md-knn-1-3-3-1-1-1,4.0,2.92,16562,16562,708,1184,223550,127608
2,4,2,2,2,2,md-knn-ur:machsuite-md-knn-1-3-1-1-1-1,4.0,2.92,16562,16562,660,1184,223551,125024
2,2,1,1,2,1,md-knn-ur:machsuite-md-knn-1-1-0-0-1-0,4.0,3.554,132747,132747,91,14,13383,9132
1,4,4,4,1,2,md-knn-ur:machsuite-md-knn-0-3-3-3-0-1,4.0,2.92,16564,16564,516,1184,198311,122527
1,1,2,2,1,4,md-knn-ur:machsuite-md-knn-0-0-1-1-0-3,4.0,2.92,17074,17074,354,592,113323,65007
2,1,4,1,1,1,md-knn-ur:machsuite-md-knn-1-0-3-0-0-0,4.0,3.166,128779,128779,88,14,12615,8739
4,4,2,1,1,2,md-knn-ur:machsuite-md-knn-3-3-1-0-0-1,4.0,2.92,18094,18094,390,296,70786,36312
